time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,6.28399152524172e-08,1.2445501449169747e-07,10.004206455244828,0.0001287045707494272,6.283091907578047,0.0,6.923471288231681e-06,1.1433627423670948e-05,0.1402075158480895,0.0061230974351688654,-0.004867688252151877,0.0,449.97152222358386,449.5773992620267,448.929635307655,449.4260653068723
0.12000000000000001,4.260933200432617e-06,6.0210685678355335e-06,10.019878155539127,0.0007446144907303776,6.282553945451557,0.0,0.00018208143778210707,0.0002469188432599856,0.3821324088184465,0.01747541291465266,-0.018774513389870545,0.0,480.0913692918404,479.0353319296381,479.734863522784,480.59581147442145
0.18,3.578011436879073e-05,4.467579202399532e-05,10.050436646814491,0.0018866379058444238,6.281872296116536,0.0,0.000977517755895233,0.001178425546606415,0.6363766894234928,0.021980965405804357,0.0004019344744775645,0.0,482.39049512656396,483.8362757622272,483.83600653123074,484.1749659694826
0.23999999999999996,0.00012438850250753462,0.00016402451260736075,10.093828994661534,0.0030744627208436626,6.281853353317928,0.0,0.0019756169548344237,0.0029415884053332966,0.8099273260566998,0.015026666673690698,-0.0017912248509646623,0.0,461.5672262462156,461.3941424869525,458.966016195255,458.4137767962413
0.3,0.0002761274332090178,0.00042454742480960085,10.150026517986383,0.00510644445653341,6.282345780162805,0.0,0.003051675659775613,0.005942951444661413,1.0631220026835024,0.056917553896379744,0.023058520025179517,0.0,483.54714048623725,485.4152062359762,481.459021276472,484.6179636916267
0.36000000000000004,0.0004736742493997449,0.0009235393959356275,10.220818779795772,0.009101573114222106,0.00020612273834075268,0.0,0.0033810334835708226,0.011145661360860698,1.2963822126626638,0.08105744901571717,0.0027184348668064214,0.0,479.2544037100191,477.70601451416417,477.5033389699466,479.34393637097133
0.4200000000000001,0.0006711816886410127,0.0018215925441749197,10.303806476286681,0.014441938969074641,2.7668677816450327e-05,0.0,0.0031994578577882503,0.019366978254124492,1.4696613349390377,0.10143400343183942,-0.017904527269711694,0.0,463.14060608387103,461.51594402248,459.3196058435753,460.93873086853654
0.48000000000000015,0.0008672790233548626,0.003350706025072935,10.397860193171834,0.021036113985132054,6.281896162628236,0.0,0.00347411208056737,0.0323400991801529,1.6651859914823233,0.1229650127274542,-0.03159184386140377,0.0,468.7077250521116,467.64285561252734,467.67500326049725,469.3586298170173
0.5400000000000001,0.0011042612940175265,0.0056802774955984825,10.497467496476157,0.028761536918390007,6.279866638543513,0.0,0.00459319647104602,0.045961485886236345,1.6550561628927902,0.13835620969214968,-0.038714223916320324,0.0,402.7374634931731,402.09217852517946,403.5562442094517,404.9598170694592
0.6000000000000002,0.0014629275158355248,0.009109893568583438,10.601264327662534,0.03650819039175346,6.277544663089852,0.0,0.007615509329319949,0.06924656444137432,1.8045839984397383,0.0949452013838456,-0.03867034845441469,0.0,454.7775235309672,454.78033743726866,457.1649816411596,453.70681609805774
0.6600000000000003,0.0020467078565990556,0.014049280931891207,10.712755428317172,0.04235432888861901,6.275147910529958,0.0,0.012085804662965133,0.09598806520688254,1.9115870430514186,0.10199832163574689,-0.042626671157850085,0.0,442.1687346162382,441.84187642318943,442.625684167227,443.2138533626181
0.7200000000000003,0.0029300965622784496,0.020616707452097167,10.828359165881738,0.04872723794720368,6.272457333993504,0.0,0.017600429563740652,0.12349724280682768,1.9417900089843478,0.11353341176849316,-0.049689737623817926,0.0,418.36219355455825,417.74548142344605,417.537416984364,418.55307709115135
0.7800000000000004,0.004220438231829044,0.029064724943518406,10.947959262602804,0.05562173210767085,6.26953591516412,0.0,0.025711487430864956,0.15879583837736005,2.0446585341552903,0.1175227794564055,-0.04676349169286651,0.0,441.63305856829936,441.8728624500366,441.6553423679362,441.9960952688591
0.8400000000000004,0.006056137764999262,0.03976943474575699,11.073633979766711,0.06274464837127525,6.26685507467657,0.0,0.03575564442415984,0.19873905766450603,2.144266062451801,0.12099740710501022,-0.04081148069112689,0.0,440.6863724232755,441.1768905120456,441.4122119531009,441.711604875759
0.9000000000000005,0.008616576859336129,0.05328195331359309,11.209363476994264,0.07073706261275614,6.264976425760629,0.0,0.04984321602264306,0.2525864176470656,2.379517495090297,0.1504004559771874,-0.017026823205693913,0.0,481.78093519376705,483.5754555422995,481.62582314988344,483.85867471131303
0.9600000000000005,0.01199572315178047,0.06996477959983892,11.355534550172885,0.08020092945427582,6.263646436104757,0.0,0.06290998739461348,0.30445240095459003,2.492528242207625,0.16937548275044753,-0.03519523355892339,0.0,449.06153838683326,447.5853133705458,445.13279017268735,446.7060005553493
1.0200000000000005,0.016134973547080628,0.08973191560145771,11.50566777571086,0.09004084143708724,6.261687830509025,0.0,0.07524739568565507,0.3553496300473927,2.511778806140209,0.15019695027982785,-0.027975200669630166,0.0,416.6563488155479,417.2865917195845,418.9180655117683,417.2743214308865
1.0800000000000005,0.021139774258497692,0.11310911354264148,11.661082454377594,0.09909700244795694,6.259722298286375,0.0,0.09177042399931448,0.4248508929785191,2.668242982569065,0.15237287969625635,-0.044637569374808825,0.0,462.63529627860396,461.3210850470044,460.9634222657588,461.15587057341935
1.1400000000000006,0.027119661302132902,0.14059020928761665,11.823205212795944,0.10849475272090192,6.257452386168627,0.0,0.10779376089093906,0.492066212020618,2.7355709556863785,0.16400424653234888,-0.02685780974196327,0.0,433.530287460842,435.02083288561465,434.5455741333795,435.5431749845562
